tier,portal,content_type,target_table,file_path,id,field,issue_type,severity,import_impact,ui_impact,pilot_impact,recommended_action,current_value_sample,notes
A,career,glossary,career_glossary,career-glossary-mentorship.json,career-glossary-mentorship,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-mock-interview.json,career-glossary-mock-interview,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-mock-interview.json,career-glossary-mock-interview,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-mock-interview.json,career-glossary-mock-interview,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-negotiation.json,career-glossary-negotiation,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-negotiation.json,career-glossary-negotiation,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-networking-2.json,career-glossary-networking-2,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-networking-2.json,career-glossary-networking-2,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-networking.json,career-glossary-networking,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-networking.json,career-glossary-networking,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-networking.json,career-glossary-networking,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-onboarding.json,career-glossary-onboarding,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-onboarding.json,career-glossary-onboarding,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-onboarding.json,career-glossary-onboarding,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-personal-branding-2.json,career-glossary-personal-branding-2,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-personal-branding-2.json,career-glossary-personal-branding-2,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-personal-branding.json,career-glossary-personal-branding,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-personal-branding.json,career-glossary-personal-branding,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-personal-branding.json,career-glossary-personal-branding,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-portfolio-2.json,career-glossary-portfolio-2,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-portfolio-2.json,career-glossary-portfolio-2,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-portfolio.json,career-glossary-portfolio,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-portfolio.json,career-glossary-portfolio,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-portfolio.json,career-glossary-portfolio,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-proof-of-work.json,career-glossary-proof-of-work,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-proof-of-work.json,career-glossary-proof-of-work,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-proof-of-work.json,career-glossary-proof-of-work,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-remote-work-skills.json,career-glossary-remote-work-skills,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-remote-work-skills.json,career-glossary-remote-work-skills,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-remote-work-skills.json,career-glossary-remote-work-skills,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-remote-work.json,career-glossary-remote-work,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-remote-work.json,career-glossary-remote-work,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-reskilling.json,career-glossary-reskilling,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-reskilling.json,career-glossary-reskilling,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-reskilling.json,career-glossary-reskilling,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-salary-negotiation.json,career-glossary-salary-negotiation,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-salary-negotiation.json,career-glossary-salary-negotiation,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-salary-negotiation.json,career-glossary-salary-negotiation,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-skill-gap-analysis.json,career-glossary-skill-gap-analysis,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-skill-gap-analysis.json,career-glossary-skill-gap-analysis,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-skill-gap-analysis.json,career-glossary-skill-gap-analysis,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-soft-skills-2.json,career-glossary-soft-skills-2,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-soft-skills-2.json,career-glossary-soft-skills-2,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-soft-skills.json,career-glossary-soft-skills,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-soft-skills.json,career-glossary-soft-skills,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-soft-skills.json,career-glossary-soft-skills,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-star-method-2.json,career-glossary-star-method-2,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-star-method-2.json,career-glossary-star-method-2,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-star-method.json,career-glossary-star-method,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-star-method.json,career-glossary-star-method,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-transferable-skills.json,career-glossary-transferable-skills,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-transferable-skills.json,career-glossary-transferable-skills,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-transferable-skills.json,career-glossary-transferable-skills,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-upskilling.json,career-glossary-upskilling,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-upskilling.json,career-glossary-upskilling,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-upskilling.json,career-glossary-upskilling,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-work-life-balance.json,career-glossary-work-life-balance,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,glossary,career_glossary,career-glossary-work-life-balance.json,career-glossary-work-life-balance,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,glossary,career_glossary,career-glossary-work-life-balance.json,career-glossary-work-life-balance,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-achievements-bullet-points.json,career-prompt-achievements-bullet-points,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-achievements-bullet-points.json,career-prompt-achievements-bullet-points,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-achievements-bullet-points.json,career-prompt-achievements-bullet-points,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-career-growth-discussion.json,career-prompt-career-growth-discussion,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-career-growth-discussion.json,career-prompt-career-growth-discussion,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-career-growth-discussion.json,career-prompt-career-growth-discussion,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-career-shift-plan-2.json,career-prompt-career-shift-plan-2,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-career-shift-plan-2.json,career-prompt-career-shift-plan-2,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-career-shift-plan.json,career-prompt-career-shift-plan,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-career-shift-plan.json,career-prompt-career-shift-plan,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-career-shift-plan.json,career-prompt-career-shift-plan,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-cover-letter-gen.json,career-prompt-cover-letter-gen,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-cover-letter-gen.json,career-prompt-cover-letter-gen,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-cover-letter-generation.json,career-prompt-cover-letter-generation,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-cover-letter-generation.json,career-prompt-cover-letter-generation,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-cover-letter-generation.json,career-prompt-cover-letter-generation,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-cv-review.json,career-prompt-cv-review,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-cv-review.json,career-prompt-cv-review,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-cv-tailoring.json,career-prompt-cv-tailoring,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-cv-tailoring.json,career-prompt-cv-tailoring,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-cv-tailoring.json,career-prompt-cv-tailoring,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-elevator-pitch-creation.json,career-prompt-elevator-pitch-creation,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-elevator-pitch-creation.json,career-prompt-elevator-pitch-creation,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-elevator-pitch-creation.json,career-prompt-elevator-pitch-creation,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-ethical-ai-application.json,career-prompt-ethical-ai-application,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-ethical-ai-application.json,career-prompt-ethical-ai-application,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-ethical-ai-application.json,career-prompt-ethical-ai-application,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-follow-up-after-interview.json,career-prompt-follow-up-after-interview,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-follow-up-after-interview.json,career-prompt-follow-up-after-interview,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-follow-up-after-interview.json,career-prompt-follow-up-after-interview,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-freelance-proposal.json,career-prompt-freelance-proposal,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-freelance-proposal.json,career-prompt-freelance-proposal,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-handling-rejection.json,career-prompt-handling-rejection,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-handling-rejection.json,career-prompt-handling-rejection,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-handling-rejection.json,career-prompt-handling-rejection,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-interview-prep-star.json,career-prompt-interview-prep-star,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-interview-prep-star.json,career-prompt-interview-prep-star,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-interview-prep-star.json,career-prompt-interview-prep-star,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-interview-prep.json,career-prompt-interview-prep,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-interview-prep.json,career-prompt-interview-prep,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-job-search-keywords.json,career-prompt-job-search-keywords,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-job-search-keywords.json,career-prompt-job-search-keywords,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-job-search-keywords.json,career-prompt-job-search-keywords,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-linkedin-summary-2.json,career-prompt-linkedin-summary-2,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-linkedin-summary-2.json,career-prompt-linkedin-summary-2,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-linkedin-summary.json,career-prompt-linkedin-summary,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-linkedin-summary.json,career-prompt-linkedin-summary,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-linkedin-summary.json,career-prompt-linkedin-summary,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-mock-interview-simulation.json,career-prompt-mock-interview-simulation,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-mock-interview-simulation.json,career-prompt-mock-interview-simulation,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-mock-interview-simulation.json,career-prompt-mock-interview-simulation,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-networking-message.json,career-prompt-networking-message,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-networking-message.json,career-prompt-networking-message,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-networking-message.json,career-prompt-networking-message,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-networking-msg.json,career-prompt-networking-msg,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-networking-msg.json,career-prompt-networking-msg,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-portfolio-ideas-2.json,career-prompt-portfolio-ideas-2,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-portfolio-ideas-2.json,career-prompt-portfolio-ideas-2,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-portfolio-ideas.json,career-prompt-portfolio-ideas,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-portfolio-ideas.json,career-prompt-portfolio-ideas,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-portfolio-ideas.json,career-prompt-portfolio-ideas,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,career,prompts,career_prompts,career-prompt-remote-work-readiness.json,career-prompt-remote-work-readiness,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,career,prompts,career_prompts,career-prompt-remote-work-readiness.json,career-prompt-remote-work-readiness,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
